0 -1 2e-26 0.01 1 1 0.0130215
81 61
nH T Edot YT YHI YHeI YHeII Ye E
0.00562341 4.21697e+06 -9.61918e-28 1.64552 3.46201e-08 2.41442e-12 2.3006e-07 0.855306 8.58649e+14
0.00562341 5.62341e+06 -9.00661e-28 1.64552 2.57325e-08 1.17415e-12 1.63431e-07 0.855306 1.14503e+15
0.00562341 7.49894e+06 -9.45985e-28 1.64552 1.91948e-08 5.83065e-13 1.17457e-07 0.855306 1.52692e+15
0.00562341 1e+07 -9.79249e-28 1.64552 1.43514e-08 2.94268e-13 8.51126e-08 0.855306 2.03618e+15
0.00562341 1.33352e+07 -8.95175e-28 1.64552 1.07468e-08 1.50331e-13 6.20092e-08 0.855306 2.71529e+15
0.00562341 1.77828e+07 -7.50484e-28 1.64552 8.05672e-09 1e-13 4.532e-08 0.855306 3.62089e+15
0.00562341 2.37137e+07 -6.82657e-28 1.64552 6.0463e-09 1e-13 3.31709e-08 0.855306 4.82854e+15
0.00562341 3.16228e+07 -6.88658e-28 1.64552 4.54279e-09 1e-13 2.42854e-08 0.855306 6.43896e+15
0.00562341 4.21697e+07 -7.36392e-28 1.64552 3.41782e-09 1e-13 1.77724e-08 0.855306 8.58649e+15
0.00562341 5.62341e+07 -8.08954e-28 1.64552 2.57544e-09 1e-13 1.29964e-08 0.855306 1.14503e+16
0.00562341 7.49894e+07 -9.01917e-28 1.64552 1.94382e-09 1e-13 9.49673e-09 0.855306 1.52692e+16
0.00562341 1e+08 -1.01164e-27 1.64552 1.46923e-09 1e-13 6.93547e-09 0.855306 2.03618e+16
0.00562341 1.33352e+08 -1.13929e-27 1.64552 1.11162e-09 1e-13 5.06328e-09 0.855306 2.71529e+16
0.00562341 1.77828e+08 -1.28438e-27 1.64552 8.41285e-10 1e-13 3.69589e-09 0.855306 3.62089e+16
0.00562341 2.37137e+08 -1.45e-27 1.64552 6.36305e-10 1e-13 2.69746e-09 0.855306 4.82854e+16
0.00562341 3.16228e+08 -1.63964e-27 1.64552 4.80576e-10 1e-13 1.96825e-09 0.855306 6.43896e+16
0.00749894 10 1.0113e-27 0.980198 0.54388 0.0556196 0.0101981 0.189988 1.21291e+09
0.00749894 13.3352 9.8775e-28 0.994381 0.530493 0.0548271 0.0109873 0.204171 1.64084e+09
0.00749894 17.7828 9.62447e-28 1.00954 0.516238 0.0539314 0.011879 0.219327 2.22144e+09
0.00749894 23.7137 9.3515e-28 1.02568 0.501087 0.0529413 0.0128641 0.235472 3.00972e+09
0.00749894 31.6228 9.05576e-28 1.04283 0.485026 0.051862 0.0139375 0.252619 4.08062e+09
0.00749894 42.1697 8.73484e-28 1.06098 0.46805 0.0506946 0.0150976 0.27077 5.53631e+09
0.00749894 56.2341 8.38939e-28 1.08013 0.450169 0.0494375 0.016346 0.289916 7.51602e+09
0.00749894 74.9894 8.01569e-28 1.10025 0.431408 0.0480869 0.017686 0.310038 1.02095e+10
0.00749894 100 7.61039e-28 1.12131 0.411809 0.0466374 0.0191227 0.3311 1.38752e+10
0.00749894 133.352 7.16768e-28 1.14325 0.391433 0.0450829 0.0206615 0.353045 1.8865e+10
0.00749894 177.828 6.68546e-28 1.16601 0.37036 0.0434184 0.022307 0.375802 2.56576e+10
0.00749894 237.137 6.17251e-28 1.18948 0.34869 0.04164 0.0240621 0.399273 3.49037e+10
0.00749894 316.228 5.63949e-28 1.21355 0.326545 0.0397469 0.0259267 0.423341 4.74866e+10
0.00749894 421.697 5.10377e-28 1.23807 0.304064 0.037742 0.0278967 0.447861 6.46039e+10
0.00749894 562.341 4.57323e-28 1.26288 0.281409 0.0356327 0.0299632 0.472668 8.78769e+10
0.00749894 749.894 4.0559e-28 1.28779 0.258755 0.0334317 0.0321118 0.497576 1.19497e+11
0.00749894 1000 3.55261e-28 1.31259 0.236292 0.0311567 0.0343225 0.522378 1.62421e+11
0.00749894 1333.52 3.04599e-28 1.33707 0.214217 0.0288304 0.03657 0.546858 2.20631e+11
0.00749894 1778.28 2.57467e-28 1.361 0.192729 0.0264796 0.0388244 0.570793 2.99483e+11
0.00749894 2371.37 2.11002e-28 1.38417 0.172022 0.0241336 0.0410526 0.593964 4.06166e+11
0.00749894 3162.28 1.629e-28 1.40637 0.152279 0.0218229 0.0432194 0.616162 5.50318e+11
0.00749894 4216.97 1.08446e-28 1.42741 0.13366 0.0195769 0.0452897 0.637202 7.4484e+11
0.00749894 5623.41 3.90332e-29 1.44714 0.116301 0.0174224 0.0472298 0.65693 1.00699e+12
0.00749894 7498.94 -7.23936e-29 1.46544 0.100303 0.0153825 0.0490085 0.67523 1.35982e+12
0.00749894 10000 -3.09298e-28 1.48225 0.0857171 0.013475 0.0505976 0.692041 1.83415e+12
0.00749894 13335.2 -1.07023e-27 1.4982 0.0719077 0.0117215 0.0519656 0.70799 2.4722e+12
0.00749894 17782.8 -3.97842e-27 1.52235 0.0496717 0.0102354 0.0530207 0.732143 3.34988e+12
0.00749894 23713.7 -6.22438e-27 1.56008 0.013706 0.008931 0.0538643 0.769874 4.57785e+12
0.00749894 31622.8 -5.89758e-27 1.57529 0.00216028 0.0060209 0.0560203 0.785084 6.16418e+12
0.00749894 42169.7 -7.64654e-27 1.58269 0.000413629 0.00153171 0.0593445 0.792484 8.25868e+12
0.00749894 56234.1 -1.22742e-26 1.58806 0.000105048 0.000275813 0.0567956 0.797854 1.10505e+13
0.00749894 74989.4 -2.01595e-26 1.61482 3.37968e-05 6.11608e-05 0.0305436 0.824606 1.49843e+13
0.00749894 100000 -2.64622e-26 1.63986 1.30934e-05 8.3014e-06 0.00562376 0.849652 2.02918e+13
0.00749894 133352 -2.63912e-26 1.64453 5.86136e-06 1.16288e-06 0.000973311 0.854324 2.71367e+13
0.00749894 177828 -2.8509e-26 1.64529 2.93634e-06 2.08328e-07 0.000226638 0.855076 3.62039e+13
0.00749894 237137 -2.93129e-26 1.64544 1.60623e-06 4.58482e-08 6.90444e-05 0.855235 4.82833e+13
0.00749894 316228 -1.76536e-26 1.64549 9.41586e-07 1.18322e-08 2.59228e-05 0.855279 6.43885e+13
0.00749894 421697 -1.13524e-26 1.6455 5.83055e-07 3.46095e-09 1.14106e-05 0.855294 8.58643e+13
0.00749894 562341 -1.03396e-26 1.64551 3.77155e-07 1.11986e-09 5.66804e-06 0.8553 1.14502e+14
0.00749894 749894 -8.9759e-27 1.64551 2.52634e-07 3.93878e-10 3.08768e-06 0.855303 1.52691e+14
0.00749894 1e+06 -9.16134e-27 1.64551 1.74014e-07 1.4864e-10 1.80573e-06 0.855304 2.03617e+14
0.00749894 1.33352e+06 -8.14985e-27 1.64551 1.22552e-07 5.95808e-11 1.11577e-06 0.855305 2.71528e+14
0.00749894 1.77828e+06 -5.966e-27 1.64551 8.78306e-08 2.51579e-11 7.19731e-07 0.855305 3.62089e+14
0.00749894 2.37137e+06 -3.50534e-27 1.64551 6.3803e-08 1.11096e-11 4.80201e-07 0.855305 4.82854e+14
0.00749894 3.16228e+06 -2.25396e-27 1.64552 4.68241e-08 5.09691e-12 3.28978e-07 0.855306 6.43896e+14
0.00749894 4.21697e+06 -1.7249e-27 1.64552 3.46211e-08 2.41447e-12 2.30061e-07 0.855306 8.58649e+14
0.00749894 5.62341e+06 -1.60565e-27 1.64552 2.57334e-08 1.17417e-12 1.63432e-07 0.855306 1.14503e+15
0.00749894 7.49894e+06 -1.6821e-27 1.64552 1.91954e-08 5.8308e-13 1.17458e-07 0.855306 1.52692e+15
0.00749894 1e+07 -1.74121e-27 1.64552 1.4352e-08 2.94275e-13 8.51131e-08 0.855306 2.03618e+15
0.00749894 1.33352e+07 -1.59164e-27 1.64552 1.07473e-08 1.50336e-13 6.20095e-08 0.855306 2.71529e+15
0.00749894 1.77828e+07 -1.33427e-27 1.64552 8.05709e-09 1e-13 4.53203e-08 0.855306 3.62089e+15
0.00749894 2.37137e+07 -1.21355e-27 1.64552 6.04661e-09 1e-13 3.31711e-08 0.855306 4.82854e+15
0.00749894 3.16228e+07 -1.22409e-27 1.64552 4.54305e-09 1e-13 2.42856e-08 0.855306 6.43896e+15
0.00749894 4.21697e+07 -1.30879e-27 1.64552 3.41803e-09 1e-13 1.77725e-08 0.855306 8.58649e+15
0.00749894 5.62341e+07 -1.43759e-27 1.64552 2.57563e-09 1e-13 1.29965e-08 0.855306 1.14503e+16
0.00749894 7.49894e+07 -1.60258e-27 1.64552 1.94398e-09 1e-13 9.4968e-09 0.855306 1.52692e+16
0.00749894 1e+08 -1.79727e-27 1.64552 1.46937e-09 1e-13 6.93553e-09 0.855306 2.03618e+16
0.00749894 1.33352e+08 -2.02369e-27 1.64552 1.11174e-09 1e-13 5.06332e-09 0.855306 2.71529e+16
0.00749894 1.77828e+08 -2.28094e-27 1.64552 8.41388e-10 1e-13 3.69593e-09 0.855306 3.62089e+16
0.00749894 2.37137e+08 -2.57448e-27 1.64552 6.36395e-10 1e-13 2.69749e-09 0.855306 4.82854e+16
0.00749894 3.16228e+08 -2.91033e-27 1.64552 4.80653e-10 1e-13 1.96827e-09 0.855306 6.43896e+16
0.01 10 1.41339e-27 0.957819 0.564927 0.0569471 0.00887551 0.167609 1.18521e+09
0.01 13.3352 1.38471e-27 0.970619 0.552823 0.0562531 0.00956705 0.18041 1.60163e+09
0.01 17.7828 1.35375e-27 0.984348 0.539883 0.0554669 0.0103503 0.194139 2.16602e+09
0.01 23.7137 1.3201e-27 0.999036 0.52607 0.054596 0.0112176 0.208826 2.93153e+09
0.01 31.6228 1.28323e-27 1.01471 0.511357 0.0536441 0.0121651 0.224496 3.97058e+09
0.01 42.1697 1.24308e-27 1.03138 0.495723 0.0526118 0.0131921 0.241167 5.38184e+09
0.01 56.2341 1.19904e-27 1.04906 0.479161 0.0514968 0.0143007 0.258851 7.29985e+09
0.01 74.9894 1.15116e-27 1.06776 0.461672 0.0502946 0.0154952 0.27755 9.90802e+09
0.01 100 1.09832e-27 1.08746 0.443273 0.0489988 0.0167816 0.297254 1.34564e+10
0.01 133.352 1.03959e-27 1.10815 0.423997 0.0476026 0.0181664 0.317937 1.82857e+10
0.01 177.828 9.74468e-28 1.12977 0.403893 0.0460989 0.0196563 0.339559 2.48601e+10
0.01 237.137 9.04193e-28 1.15227 0.383029 0.0444816 0.0212567 0.362057 3.38117e+10
0.01 316.228 8.30344e-28 1.17556 0.361492 0.0427466 0.022971 0.38535 4.6e+10
0.01 421.697 7.55576e-28 1.19954 0.33939 0.0408927 0.0247995 0.409331 6.25934e+10
0.01 562.341 6.80819e-28 1.22408 0.316853 0.0389225 0.0267385 0.433869 8.51771e+10
0.01 749.894 6.07426e-28 1.24902 0.29403 0.036843 0.0287798 0.45881 1.159e+11
0.01 1000 5.35589e-28 1.27418 0.27109 0.0346661 0.0309098 0.483974 1.57669e+11
0.01 1333.52 4.62457e-28 1.29937 0.248219 0.0324087 0.0331098 0.50916 2.14411e+11
0.01 1778.28 3.93224e-28 1.32436 0.225613 0.0300921 0.0353558 0.534153 2.91421e+11
0.01 2371.37 3.23562e-28 1.34893 0.20348 0.0277417 0.0376196 0.558723 3.95826e+11
0.01 3162.28 2.49002e-28 1.37285 0.182023 0.0253855 0.0398699 0.582642 5.37201e+11
0.01 4216.97 1.61328e-28 1.39589 0.161444 0.0230524 0.0420731 0.605684 7.28393e+11
0.01 5623.41 4.54739e-29 1.41785 0.141924 0.0207713 0.0441954 0.627644 9.86609e+11
0.01 7498.94 -1.47136e-28 1.43855 0.123624 0.0185687 0.0462035 0.648341 1.33487e+12
0.01 10000 -5.7521e-28 1.45786 0.106651 0.0164684 0.0480656 0.667652 1.80397e+12
0.01 13335.2 -2.09481e-27 1.47669 0.0900729 0.0145065 0.0497388 0.686481 2.43671e+12
0.01 17782.8 -8.03639e-27 1.5086 0.0600815 0.0128929 0.051045 0.718394 3.31962e+12
0.01 23713.7 -1.15026e-26 1.55591 0.0145639 0.0114275 0.0521873 0.7657 4.5656e+12
0.01 31622.8 -1.05267e-26 1.57296 0.0021853 0.00736382 0.0556375 0.782756 6.15507e+12
0.01 42169.7 -1.36094e-26 1.58143 0.000414763 0.0016464 0.0603811 0.791217 8.25207e+12
0.01 56234.1 -2.18429e-26 1.58679 0.00010514 0.000284729 0.0580494 0.796582 1.10416e+13
0.01 74989.4 -3.59286e-26 1.61438 3.38084e-05 6.21717e-05 0.0309764 0.824171 1.49803e+13
0.01 100000 -4.71139e-26 1.63984 1.30955e-05 8.33334e-06 0.00564129 0.849635 2.02916e+13
0.01 133352 -4.6961e-26 1.64453 5.86192e-06 1.164e-06 0.000973961 0.854324 2.71367e+13
0.01 177828 -5.07109e-26 1.64529 2.93652e-06 2.08399e-07 0.000226682 0.855076 3.62039e+13
0.01 237137 -5.21402e-26 1.64544 1.60631e-06 4.58555e-08 6.90496e-05 0.855235 4.82833e+13
0.01 316228 -3.14008e-26 1.64549 9.41618e-07 1.18333e-08 2.59237e-05 0.855279 6.43885e+13
0.01 421697 -2.01883e-26 1.6455 5.83072e-07 3.46115e-09 1.14109e-05 0.855294 8.58643e+13
0.01 562341 -1.83872e-26 1.64551 3.77165e-07 1.11991e-09 5.66812e-06 0.8553 1.14502e+14
0.01 749894 -1.59617e-26 1.64551 2.5264e-07 3.9389e-10 3.08771e-06 0.855303 1.52691e+14
0.01 1e+06 -1.62914e-26 1.64551 1.74018e-07 1.48644e-10 1.80574e-06 0.855304 2.03617e+14
0.01 1.33352e+06 -1.44929e-26 1.64551 1.22555e-07 5.95821e-11 1.11577e-06 0.855305 2.71528e+14
0.01 1.77828e+06 -1.06095e-26 1.64551 8.78324e-08 2.51584e-11 7.19734e-07 0.855305 3.62089e+14
0.01 2.37137e+06 -6.23394e-27 1.64551 6.38044e-08 1.11098e-11 4.80203e-07 0.855305 4.82854e+14
0.01 3.16228e+06 -4.05446e-27 1.64552 4.68251e-08 5.09701e-12 3.28979e-07 0.855306 6.43896e+14
0.01 4.21697e+06 -3.06973e-27 1.64552 3.46219e-08 2.41452e-12 2.30062e-07 0.855306 8.58649e+14
0.01 5.62341e+06 -2.85758e-27 1.64552 2.5734e-08 1.1742e-12 1.63433e-07 0.855306 1.14503e+15
0.01 7.49894e+06 -2.99108e-27 1.64552 1.91959e-08 5.83091e-13 1.17458e-07 0.855306 1.52692e+15
0.01 1e+07 -3.09613e-27 1.64552 1.43524e-08 2.94281e-13 8.51134e-08 0.855306 2.03618e+15
0.01 1.33352e+07 -2.83009e-27 1.64552 1.07476e-08 1.50339e-13 6.20097e-08 0.855306 2.71529e+15
0.01 1.77828e+07 -2.37229e-27 1.64552 8.05736e-09 1e-13 4.53204e-08 0.855306 3.62089e+15
0.01 2.37137e+07 -2.15749e-27 1.64552 6.04684e-09 1e-13 3.31713e-08 0.855306 4.82854e+15
0.01 3.16228e+07 -2.17605e-27 1.64552 4.54324e-09 1e-13 2.42857e-08 0.855306 6.43896e+15
0.01 4.21697e+07 -2.32643e-27 1.64552 3.4182e-09 1e-13 1.77726e-08 0.855306 8.58649e+15
0.01 5.62341e+07 -2.55515e-27 1.64552 2.57577e-09 1e-13 1.29966e-08 0.855306 1.14503e+16
0.01 7.49894e+07 -2.84812e-27 1.64552 1.9441e-09 1e-13 9.49685e-09 0.855306 1.52692e+16
0.01 1e+08 -3.19377e-27 1.64552 1.46947e-09 1e-13 6.93557e-09 0.855306 2.03618e+16
0.01 1.33352e+08 -3.59565e-27 1.64552 1.11183e-09 1e-13 5.06336e-09 0.855306 2.71529e+16
0.01 1.77828e+08 -4.05209e-27 1.64552 8.41465e-10 1e-13 3.69596e-09 0.855306 3.62089e+16
0.01 2.37137e+08 -4.5727e-27 1.64552 6.36462e-10 1e-13 2.69751e-09 0.855306 4.82854e+16
0.01 3.16228e+08 -5.16817e-27 1.64552 4.80711e-10 1e-13 1.96829e-09 0.855306 6.43896e+16
0.0133352 10 1.96497e-27 0.937714 0.583866 0.058109 0.00771714 0.147505 1.16034e+09
0.0133352 13.3352 1.93022e-27 0.949201 0.572987 0.0575028 0.00832157 0.158992 1.56629e+09
0.0133352 17.7828 1.89251e-27 0.961561 0.561317 0.0568147 0.00900746 0.171352 2.11588e+09
0.0133352 23.7137 1.85125e-27 0.974831 0.548814 0.056051 0.00976844 0.184621 2.86051e+09
0.0133352 31.6228 1.80581e-27 0.989044 0.53544 0.0552148 0.0106014 0.198835 3.87016e+09
0.0133352 42.1697 1.75559e-27 1.00423 0.521165 0.0543061 0.0115063 0.214022 5.2402e+09
0.0133352 56.2341 1.70008e-27 1.02042 0.505965 0.0533222 0.0124856 0.230211 7.10056e+09
0.0133352 74.9894 1.63876e-27 1.03763 0.489827 0.0522583 0.0135438 0.247419 9.62843e+09
0.0133352 100 1.57021e-27 1.05587 0.472746 0.051108 0.0146873 0.265657 1.30654e+10
0.0133352 133.352 1.49257e-27 1.07513 0.45473 0.0498637 0.0159233 0.284925 1.77409e+10
0.0133352 177.828 1.40484e-27 1.09542 0.435802 0.0485174 0.0172594 0.305209 2.41043e+10
0.0133352 237.137 1.3088e-27 1.11669 0.416 0.0470618 0.0187028 0.326479 3.27677e+10
0.0133352 316.228 1.20677e-27 1.1389 0.395378 0.0454905 0.020259 0.348688 4.45654e+10
0.0133352 421.697 1.10275e-27 1.16197 0.374011 0.0437994 0.0219317 0.371764 6.06331e+10
0.0133352 562.341 9.98379e-28 1.18583 0.351994 0.0419872 0.0237212 0.395616 8.25153e+10
0.0133352 749.894 8.95202e-28 1.21034 0.329442 0.0400562 0.0256244 0.420127 1.1231e+11
0.0133352 1000 7.93167e-28 1.23536 0.306494 0.038013 0.0276335 0.445153 1.52865e+11
0.0133352 1333.52 6.89013e-28 1.26073 0.283309 0.0358686 0.029736 0.470523 2.08035e+11
0.0133352 1778.28 5.88788e-28 1.28626 0.260068 0.0336386 0.0319145 0.496047 2.83036e+11
0.0133352 2371.37 4.855e-28 1.31172 0.236966 0.0313428 0.0341472 0.521507 3.84905e+11
0.0133352 3162.28 3.71624e-28 1.33689 0.214213 0.0290044 0.0364079 0.546676 5.23128e+11
0.0133352 4216.97 2.32146e-28 1.36152 0.192025 0.0266494 0.0386676 0.571314 7.10459e+11
0.0133352 5623.41 4.10302e-29 1.38539 0.170618 0.0243049 0.040895 0.595183 9.64021e+11
0.0133352 7498.94 -2.8711e-28 1.40827 0.150196 0.0219981 0.0430581 0.618056 1.30677e+12
0.0133352 10000 -1.05438e-27 1.42997 0.130911 0.0197557 0.0451239 0.63976 1.76946e+12
0.0133352 13335.2 -4.06849e-27 1.45183 0.111385 0.0176308 0.0470349 0.661624 2.39569e+12
0.0133352 17782.8 -1.60584e-26 1.49363 0.0714466 0.0159845 0.0484712 0.703419 3.28667e+12
0.0133352 23713.7 -2.1069e-26 1.5516 0.0152849 0.0143917 0.0498445 0.761393 4.55296e+12
0.0133352 31622.8 -1.87635e-26 1.57078 0.0022045 0.00880325 0.0549282 0.780567 6.1465e+12
0.0133352 42169.7 -2.42134e-26 1.58044 0.00041562 0.00174204 0.0611782 0.790228 8.2469e+12
0.0133352 56234.1 -3.8862e-26 1.5858 0.000105208 0.000291735 0.0590292 0.795588 1.10347e+13
0.0133352 74989.4 -6.39969e-26 1.61405 3.38172e-05 6.29498e-05 0.0313094 0.823837 1.49772e+13
0.0133352 100000 -8.38587e-26 1.63983 1.30972e-05 8.35743e-06 0.0056545 0.849622 2.02914e+13
0.0133352 133352 -8.35417e-26 1.64453 5.86234e-06 1.16484e-06 0.000974449 0.854323 2.71366e+13
0.0133352 177828 -9.01988e-26 1.64529 2.93665e-06 2.08452e-07 0.000226716 0.855076 3.62039e+13
0.0133352 237137 -9.27362e-26 1.64544 1.60636e-06 4.58609e-08 6.90535e-05 0.855235 4.82833e+13
0.0133352 316228 -5.58517e-26 1.64549 9.41642e-07 1.1834e-08 2.59244e-05 0.855279 6.43885e+13
0.0133352 421697 -3.59005e-26 1.6455 5.83084e-07 3.4613e-09 1.1411e-05 0.855294 8.58643e+13
0.0133352 562341 -3.27007e-26 1.64551 3.77172e-07 1.11994e-09 5.66817e-06 0.8553 1.14502e+14
0.0133352 749894 -2.83844e-26 1.64551 2.52644e-07 3.939e-10 3.08773e-06 0.855303 1.52691e+14
0.0133352 1e+06 -2.89707e-26 1.64551 1.74021e-07 1.48647e-10 1.80575e-06 0.855304 2.03617e+14
0.0133352 1.33352e+06 -2.57724e-26 1.64551 1.22556e-07 5.95831e-11 1.11578e-06 0.855305 2.71528e+14
0.0133352 1.77828e+06 -1.88666e-26 1.64551 8.78337e-08 2.51588e-11 7.19737e-07 0.855305 3.62089e+14
0.0133352 2.37137e+06 -1.10863e-26 1.64551 6.38053e-08 1.11099e-11 4.80205e-07 0.855305 4.82854e+14
0.0133352 3.16228e+06 -7.21169e-27 1.64552 4.68259e-08 5.09708e-12 3.2898e-07 0.855306 6.43896e+14
0.0133352 4.21697e+06 -5.45928e-27 1.64552 3.46225e-08 2.41455e-12 2.30062e-07 0.855306 8.58649e+14
0.0133352 5.62341e+06 -5.08141e-27 1.64552 2.57345e-08 1.17421e-12 1.63433e-07 0.855306 1.14503e+15
0.0133352 7.49894e+06 -5.31874e-27 1.64552 1.91963e-08 5.83099e-13 1.17459e-07 0.855306 1.52692e+15
0.0133352 1e+07 -5.50549e-27 1.64552 1.43527e-08 2.94286e-13 8.51137e-08 0.855306 2.03618e+15
0.0133352 1.33352e+07 -5.03243e-27 1.64552 1.07478e-08 1.50341e-13 6.20099e-08 0.855306 2.71529e+15
0.0133352 1.77828e+07 -4.21806e-27 1.64552 8.05757e-09 1e-13 4.53206e-08 0.855306 3.62089e+15
0.0133352 2.37137e+07 -3.8359e-27 1.64552 6.04701e-09 1e-13 3.31714e-08 0.855306 4.82854e+15
0.0133352 3.16228e+07 -3.86866e-27 1.64552 4.54338e-09 1e-13 2.42858e-08 0.855306 6.43896e+15
0.0133352 4.21697e+07 -4.13577e-27 1.64552 3.41832e-09 1e-13 1.77727e-08 0.855306 8.58649e+15
0.0133352 5.62341e+07 -4.54205e-27 1.64552 2.57587e-09 1e-13 1.29966e-08 0.855306 1.14503e+16
0.0133352 7.49894e+07 -5.06248e-27 1.64552 1.94419e-09 1e-13 9.4969e-09 0.855306 1.52692e+16
0.0133352 1e+08 -5.67637e-27 1.64552 1.46955e-09 1e-13 6.9356e-09 0.855306 2.03618e+16
0.0133352 1.33352e+08 -6.39002e-27 1.64552 1.11189e-09 1e-13 5.06339e-09 0.855306 2.71529e+16
0.0133352 1.77828e+08 -7.20034e-27 1.64552 8.41523e-10 1e-13 3.69598e-09 0.855306 3.62089e+16
0.0133352 2.37137e+08 -8.1244e-27 1.64552 6.36512e-10 1e-13 2.69753e-09 0.855306 4.82854e+16
0.0133352 3.16228e+08 -9.18084e-27 1.64552 4.80755e-10 1e-13 1.96831e-09 0.855306 6.43896e+16
0.0177828 10 2.71788e-27 0.919745 0.600818 0.0591238 0.00670492 0.129536 1.1381e+09
0.0177828 13.3352 2.67606e-27 0.930002 0.59109 0.0585953 0.00723217 0.139793 1.53461e+09
0.0177828 17.7828 2.63046e-27 0.94107 0.580625 0.0579944 0.00783142 0.150861 2.07079e+09
0.0177828 23.7137 2.58028e-27 0.952989 0.569376 0.0573266 0.00849728 0.162779 2.79641e+09
0.0177828 31.6228 2.52441e-27 0.965799 0.557301 0.0565942 0.0092273 0.175589 3.7792e+09
0.0177828 42.1697 2.46201e-27 0.979538 0.544362 0.0557969 0.0100217 0.189329 5.11134e+09
0.0177828 56.2341 2.39222e-27 0.994243 0.530525 0.0549322 0.010883 0.204034 6.91841e+09
0.0177828 74.9894 2.3141e-27 1.00995 0.515763 0.0539951 0.011816 0.219737 9.37156e+09
0.0177828 100 2.22525e-27 1.02667 0.500056 0.0529794 0.0128267 0.236464 1.27042e+10
0.0177828 133.352 2.12254e-27 1.04444 0.483395 0.0518773 0.0139227 0.254233 1.72345e+10
0.0177828 177.828 2.00419e-27 1.06326 0.465778 0.0506807 0.015112 0.273054 2.33967e+10
0.0177828 237.137 1.87286e-27 1.08313 0.447218 0.0493814 0.0164023 0.292923 3.1783e+10
0.0177828 316.228 1.73183e-27 1.10403 0.427741 0.047972 0.0178008 0.313821 4.32011e+10
0.0177828 421.697 1.58726e-27 1.12592 0.407389 0.0464462 0.0193132 0.335712 5.87519e+10
0.0177828 562.341 1.44168e-27 1.14875 0.386222 0.0448001 0.0209428 0.358541 7.99354e+10
0.0177828 749.894 1.29747e-27 1.17244 0.364322 0.0430325 0.0226902 0.382229 1.08794e+11
0.0177828 1000 1.15394e-27 1.19688 0.341791 0.0411456 0.0245523 0.406672 1.48103e+11
0.0177828 1333.52 1.00626e-27 1.22195 0.318753 0.0391454 0.0265221 0.43174 2.01635e+11
0.0177828 1778.28 8.62535e-28 1.24748 0.29536 0.0370418 0.0285882 0.457275 2.74504e+11
0.0177828 2371.37 7.11362e-28 1.2733 0.271781 0.0348488 0.0307351 0.483092 3.73633e+11
0.0177828 3162.28 5.38774e-28 1.29919 0.248211 0.0325842 0.0329431 0.508983 5.08378e+11
0.0177828 4216.97 3.19251e-28 1.32493 0.224863 0.0302688 0.0351889 0.534717 6.91362e+11
0.0177828 5623.41 7.32557e-30 1.35026 0.201959 0.0279258 0.0374461 0.560049 9.39573e+11
0.0177828 7498.94 -5.45706e-28 1.37494 0.17973 0.02558 0.0396864 0.58473 1.27584e+12
0.0177828 10000 -1.90523e-27 1.39877 0.158354 0.0232575 0.0418787 0.608558 1.73085e+12
0.0177828 13335.2 -7.82757e-27 1.42369 0.135809 0.021033 0.0439467 0.633484 2.34926e+12
0.0177828 17782.8 -3.16888e-26 1.47771 0.0834663 0.0194913 0.0453538 0.687503 3.25165e+12
0.0177828 23713.7 -3.83054e-26 1.54712 0.0158772 0.0178143 0.0468866 0.756914 4.53982e+12
0.0177828 31622.8 -3.34081e-26 1.56873 0.00221918 0.0102859 0.0539946 0.77852 6.13849e+12
0.0177828 42169.7 -4.30697e-26 1.57967 0.000416266 0.00181997 0.061787 0.789463 8.24291e+12
0.0177828 56234.1 -6.91284e-26 1.58503 0.00010526 0.000297179 0.0597875 0.794819 1.10294e+13
0.0177828 74989.4 -1.13949e-25 1.61379 3.38238e-05 6.35451e-05 0.031564 0.823581 1.49748e+13
0.0177828 100000 -1.49228e-25 1.63982 1.30984e-05 8.37557e-06 0.00566445 0.849612 2.02913e+13
0.0177828 133352 -1.48609e-25 1.64453 5.86265e-06 1.16548e-06 0.000974816 0.854323 2.71366e+13
0.0177828 177828 -1.60419e-25 1.64529 2.93676e-06 2.08492e-07 0.00022674 0.855076 3.62039e+13
0.0177828 237137 -1.64935e-25 1.64544 1.6064e-06 4.5865e-08 6.90564e-05 0.855235 4.82833e+13
0.0177828 316228 -9.93371e-26 1.64549 9.4166e-07 1.18346e-08 2.59249e-05 0.855279 6.43885e+13
0.0177828 421697 -6.38427e-26 1.6455 5.83093e-07 3.46141e-09 1.14112e-05 0.855294 8.58643e+13
0.0177828 562341 -5.81538e-26 1.64551 3.77177e-07 1.11997e-09 5.66821e-06 0.8553 1.14502e+14
0.0177828 749894 -5.04753e-26 1.64551 2.52647e-07 3.93906e-10 3.08775e-06 0.855303 1.52691e+14
0.0177828 1e+06 -5.1518e-26 1.64551 1.74023e-07 1.48649e-10 1.80576e-06 0.855304 2.03617e+14
0.0177828 1.33352e+06 -4.58305e-26 1.64551 1.22558e-07 5.95839e-11 1.11578e-06 0.855305 2.71528e+14
0.0177828 1.77828e+06 -3.355e-26 1.64551 8.78347e-08 2.5159e-11 7.19739e-07 0.855305 3.62089e+14
0.0177828 2.37137e+06 -1.97275e-26 1.64551 6.38061e-08 1.111e-11 4.80206e-07 0.855305 4.82854e+14
0.0177828 3.16228e+06 -1.28243e-26 1.64552 4.68264e-08 5.09713e-12 3.28981e-07 0.855306 6.43896e+14
