0 -1 2e-26 0.01 1 1 0.0130215
81 61
nH T Edot YT YHI YHeI YHeII Ye E
0.237137 421697 -1.13545e-23 1.6455 5.83119e-07 3.46172e-09 1.14115e-05 0.855294 8.58643e+13
0.237137 562341 -1.03419e-23 1.64551 3.77191e-07 1.12004e-09 5.66833e-06 0.8553 1.14502e+14
0.237137 749894 -8.97637e-24 1.64551 2.52656e-07 3.93926e-10 3.08779e-06 0.855303 1.52691e+14
0.237137 1e+06 -9.16134e-24 1.64551 1.74028e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
0.237137 1.33352e+06 -8.14992e-24 1.64551 1.22562e-07 5.9586e-11 1.11579e-06 0.855305 2.71528e+14
0.237137 1.77828e+06 -5.96609e-24 1.64551 8.78375e-08 2.51598e-11 7.19744e-07 0.855305 3.62089e+14
0.237137 2.37137e+06 -3.51106e-24 1.64551 6.38081e-08 1.11104e-11 4.80209e-07 0.855305 4.82854e+14
0.237137 3.16228e+06 -2.28006e-24 1.64552 4.6828e-08 5.09727e-12 3.28983e-07 0.855306 6.43896e+14
0.237137 4.21697e+06 -1.72633e-24 1.64552 3.46241e-08 2.41464e-12 2.30064e-07 0.855306 8.58649e+14
0.237137 5.62341e+06 -1.6064e-24 1.64552 2.57358e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
0.237137 7.49894e+06 -1.6816e-24 1.64552 1.91974e-08 5.83123e-13 1.1746e-07 0.855306 1.52692e+15
0.237137 1e+07 -1.74059e-24 1.64552 1.43536e-08 2.94298e-13 8.51144e-08 0.855306 2.03618e+15
0.237137 1.33352e+07 -1.5909e-24 1.64552 1.07485e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
0.237137 1.77828e+07 -1.33338e-24 1.64552 8.05816e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
0.237137 2.37137e+07 -1.21237e-24 1.64552 6.0475e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
0.237137 3.16228e+07 -1.22252e-24 1.64552 4.54379e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
0.237137 4.21697e+07 -1.31002e-24 1.64552 3.41867e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
0.237137 5.62341e+07 -1.43813e-24 1.64552 2.57616e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
0.237137 7.49894e+07 -1.60142e-24 1.64552 1.94444e-09 1e-13 9.49701e-09 0.855306 1.52692e+16
0.237137 1e+08 -1.79388e-24 1.64552 1.46976e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
0.237137 1.33352e+08 -2.01787e-24 1.64552 1.11208e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
0.237137 1.77828e+08 -2.27245e-24 1.64552 8.41687e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
0.237137 2.37137e+08 -2.56282e-24 1.64552 6.36654e-10 1e-13 2.69757e-09 0.855306 4.82854e+16
0.237137 3.16228e+08 -2.89469e-24 1.64552 4.80879e-10 1e-13 1.96834e-09 0.855306 6.43896e+16
0.316228 10 5.75265e-26 0.823133 0.692322 0.0642244 0.00161144 0.0329235 1.01855e+09
0.316228 13.3352 5.73041e-26 0.825957 0.689627 0.0640961 0.00173973 0.0357471 1.36292e+09
0.316228 17.7828 5.70459e-26 0.829044 0.686686 0.0639493 0.00188646 0.0388347 1.82428e+09
0.316228 23.7137 5.6727e-26 0.832418 0.683476 0.0637852 0.0020504 0.042209 2.44262e+09
0.316228 31.6228 5.63086e-26 0.836105 0.679971 0.0636044 0.00223111 0.0458951 3.27171e+09
0.316228 42.1697 5.57516e-26 0.84013 0.676144 0.0634065 0.00242886 0.0499205 4.38389e+09
0.316228 56.2341 5.49967e-26 0.844525 0.671965 0.0631906 0.00264459 0.0543151 5.8766e+09
0.316228 74.9894 5.39258e-26 0.849321 0.667404 0.0629551 0.00287989 0.0591117 7.88108e+09
0.316228 100 5.22999e-26 0.854555 0.662428 0.0626978 0.00313695 0.0643457 1.05744e+10
0.316228 133.352 4.97507e-26 0.860265 0.657 0.062416 0.00341847 0.0700558 1.41953e+10
0.316228 177.828 4.606e-26 0.866493 0.651082 0.0621065 0.00372762 0.0762838 1.90668e+10
0.316228 237.137 4.13478e-26 0.873284 0.644632 0.0617658 0.00406791 0.0830749 2.56253e+10
0.316228 316.228 3.58687e-26 0.880687 0.637605 0.0613901 0.00444312 0.090478 3.44616e+10
0.316228 421.697 3.01324e-26 0.888755 0.629952 0.0609754 0.00485722 0.0985456 4.63763e+10
0.316228 562.341 2.43641e-26 0.897544 0.621622 0.0605176 0.0053142 0.107334 6.24553e+10
0.316228 749.894 1.87634e-26 0.907115 0.612557 0.0600129 0.00581803 0.116905 8.41736e+10
0.316228 1000 1.31599e-26 0.917532 0.602696 0.0594573 0.00637253 0.127323 1.13536e+11
0.316228 1333.52 7.43044e-27 0.928866 0.591973 0.0588472 0.00698126 0.138657 1.53273e+11
0.316228 1778.28 1.36759e-27 0.941191 0.580318 0.0581794 0.0076475 0.150981 2.07105e+11
0.316228 2371.37 -6.13664e-27 0.954583 0.567656 0.0574508 0.00837415 0.164374 2.80109e+11
0.316228 3162.28 -1.70317e-26 0.969126 0.553908 0.0566587 0.00916382 0.178917 3.79222e+11
0.316228 4216.97 -3.49928e-26 0.984905 0.53899 0.0558008 0.0100189 0.194695 5.13935e+11
0.316228 5623.41 -6.62154e-26 1.00201 0.522819 0.0548746 0.0109416 0.211797 6.97243e+11
0.316228 7498.94 -1.32371e-25 1.02052 0.505306 0.0538776 0.0119342 0.23031 9.46967e+11
0.316228 10000 -3.79031e-25 1.04086 0.486027 0.0528209 0.0129858 0.250651 1.28797e+12
0.316228 13335.2 -2.65196e-24 1.08158 0.445718 0.0524145 0.0133898 0.291369 1.78473e+12
0.316228 17777.5 -1.53278e-23 1.35011 0.172916 0.0566639 0.00915859 0.559903 2.96998e+12
0.316228 23713.7 -1.25839e-23 1.50832 0.0178782 0.0534982 0.0123204 0.718111 4.42596e+12
0.316228 31622.8 -1.05492e-23 1.55827 0.00226221 0.0192267 0.0465328 0.768058 6.09755e+12
0.316228 42169.7 -1.36155e-23 1.57739 0.000418113 0.00207514 0.0635589 0.787179 8.23099e+12
0.316228 56234.1 -2.18753e-23 1.58273 0.000105408 0.000313546 0.0620514 0.792522 1.10134e+13
0.316228 74989.4 -3.61665e-23 1.61304 3.38424e-05 6.52865e-05 0.0323083 0.822833 1.49679e+13
0.316228 100000 -4.72823e-23 1.63979 1.31019e-05 8.42728e-06 0.0056928 0.849583 2.0291e+13
0.316228 133352 -4.70395e-23 1.64453 5.86354e-06 1.16727e-06 0.000975854 0.854322 2.71366e+13
0.316228 177828 -5.07568e-23 1.64529 2.93704e-06 2.08606e-07 0.000226811 0.855076 3.62039e+13
0.316228 237137 -5.21793e-23 1.64544 1.60651e-06 4.58765e-08 6.90646e-05 0.855235 4.82833e+13
0.316228 316228 -3.14288e-23 1.64549 9.41711e-07 1.18363e-08 2.59264e-05 0.855279 6.43885e+13
0.316228 421697 -2.01914e-23 1.6455 5.83119e-07 3.46172e-09 1.14115e-05 0.855294 8.58643e+13
0.316228 562341 -1.83908e-23 1.64551 3.77191e-07 1.12004e-09 5.66833e-06 0.8553 1.14502e+14
0.316228 749894 -1.59625e-23 1.64551 2.52656e-07 3.93926e-10 3.08779e-06 0.855303 1.52691e+14
0.316228 1e+06 -1.62914e-23 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
0.316228 1.33352e+06 -1.44928e-23 1.64551 1.22562e-07 5.9586e-11 1.11579e-06 0.855305 2.71528e+14
0.316228 1.77828e+06 -1.06094e-23 1.64551 8.78375e-08 2.51598e-11 7.19745e-07 0.855305 3.62089e+14
0.316228 2.37137e+06 -6.24364e-24 1.64551 6.38082e-08 1.11104e-11 4.80209e-07 0.855305 4.82854e+14
0.316228 3.16228e+06 -4.05459e-24 1.64552 4.6828e-08 5.09727e-12 3.28983e-07 0.855306 6.43896e+14
0.316228 4.21697e+06 -3.0699e-24 1.64552 3.46241e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
0.316228 5.62341e+06 -2.85657e-24 1.64552 2.57358e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
0.316228 7.49894e+06 -2.99025e-24 1.64552 1.91974e-08 5.83123e-13 1.1746e-07 0.855306 1.52692e+15
0.316228 1e+07 -3.09504e-24 1.64552 1.43536e-08 2.94298e-13 8.51144e-08 0.855306 2.03618e+15
0.316228 1.33352e+07 -2.82903e-24 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
0.316228 1.77828e+07 -2.371e-24 1.64552 8.05817e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
0.316228 2.37137e+07 -2.15592e-24 1.64552 6.04751e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
0.316228 3.16228e+07 -2.17868e-24 1.64552 4.5438e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
0.316228 4.21697e+07 -2.32955e-24 1.64552 3.41867e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
0.316228 5.62341e+07 -2.55735e-24 1.64552 2.57617e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
0.316228 7.49894e+07 -2.84772e-24 1.64552 1.94445e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
0.316228 1e+08 -3.18994e-24 1.64552 1.46977e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
0.316228 1.33352e+08 -3.58823e-24 1.64552 1.11208e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
0.316228 1.77828e+08 -4.04093e-24 1.64552 8.41689e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
0.316228 2.37137e+08 -4.55724e-24 1.64552 6.36656e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
0.316228 3.16228e+08 -5.14734e-24 1.64552 4.80881e-10 1e-13 1.96834e-09 0.855306 6.43896e+16
0.421697 10 7.72002e-26 0.818803 0.696437 0.0644399 0.00139608 0.0285934 1.01319e+09
0.421697 13.3352 7.69403e-26 0.821263 0.694088 0.0643287 0.00150725 0.0310535 1.35518e+09
0.421697 17.7828 7.66358e-26 0.823955 0.691524 0.0642015 0.00163442 0.0337451 1.81308e+09
0.421697 23.7137 7.62493e-26 0.826898 0.688722 0.0640593 0.00177654 0.0366884 2.42642e+09
0.421697 31.6228 7.5728e-26 0.830115 0.685662 0.0639025 0.00193322 0.0399059 3.24827e+09
0.421697 42.1697 7.50151e-26 0.833631 0.682317 0.0637309 0.00210469 0.043422 4.34998e+09
0.421697 56.2341 7.40264e-26 0.837473 0.678663 0.0635437 0.00229177 0.0472637 5.82753e+09
0.421697 74.9894 7.25746e-26 0.84167 0.674671 0.0633395 0.00249585 0.0514604 7.81008e+09
0.421697 100 7.02842e-26 0.846254 0.67031 0.0631163 0.00271884 0.0560444 1.04716e+10
0.421697 133.352 6.65881e-26 0.85126 0.665549 0.0628718 0.0029631 0.0610506 1.40468e+10
0.421697 177.828 6.11241e-26 0.856727 0.660351 0.0626033 0.00323139 0.0665173 1.88519e+10
0.421697 237.137 5.40709e-26 0.862696 0.654678 0.0623076 0.00352679 0.0724861 2.53146e+10
0.421697 316.228 4.58218e-26 0.869212 0.648489 0.0619814 0.00385262 0.079002 3.40125e+10
0.421697 421.697 3.71654e-26 0.876324 0.641737 0.0616212 0.00421237 0.0861141 4.57276e+10
0.421697 562.341 2.84443e-26 0.884085 0.634374 0.0612234 0.00460957 0.0938756 6.15188e+10
0.421697 749.894 1.99802e-26 0.892553 0.626345 0.0607846 0.00504773 0.102344 8.28224e+10
0.421697 1000 1.1509e-26 0.901791 0.617592 0.0603012 0.00553027 0.111582 1.11589e+11
0.421697 1333.52 2.85729e-27 0.911866 0.608049 0.0597701 0.00606038 0.121656 1.50468e+11
0.421697 1778.28 -6.34361e-27 0.922849 0.597648 0.0591883 0.00664101 0.13264 2.03069e+11
0.421697 2371.37 -1.7831e-26 0.934821 0.586313 0.058553 0.00727484 0.144612 2.7431e+11
0.421697 3162.28 -3.46608e-26 0.947865 0.573963 0.0578619 0.00796426 0.157655 3.70903e+11
0.421697 4216.97 -6.26408e-26 0.962069 0.56051 0.0571125 0.00871147 0.17186 5.02019e+11
0.421697 5623.41 -1.11547e-25 0.977529 0.545862 0.0563028 0.0095186 0.18732 6.80211e+11
0.421697 7498.94 -2.1567e-25 0.994346 0.529921 0.0554304 0.0103878 0.204136 9.2268e+11
0.421697 10000 -6.13725e-25 1.01298 0.512214 0.0545078 0.0113067 0.22277 1.25347e+12
0.421697 13335.2 -4.46796e-24 1.05396 0.471427 0.0543181 0.0114954 0.263747 1.73915e+12
0.421697 17775.8 -2.74716e-23 1.34462 0.176428 0.0586361 0.00719201 0.554414 2.95762e+12
0.421697 23713.7 -2.23641e-23 1.50659 0.0179135 0.0551886 0.0106362 0.716379 4.42088e+12
0.421697 31622.8 -1.87558e-23 1.558 0.00226288 0.0194756 0.0463032 0.767789 6.0965e+12
0.421697 42169.7 -2.42119e-23 1.57735 0.00041814 0.00207939 0.0635859 0.787143 8.23081e+12
0.421697 56234.1 -3.89015e-23 1.5827 0.00010541 0.000313801 0.0620865 0.792486 1.10131e+13
0.421697 74989.4 -6.43193e-23 1.61303 3.38427e-05 6.53132e-05 0.0323197 0.822822 1.49677e+13
0.421697 100000 -8.40897e-23 1.63979 1.31019e-05 8.42805e-06 0.00569323 0.849583 2.0291e+13
0.421697 133352 -8.36534e-23 1.64453 5.86355e-06 1.1673e-06 0.00097587 0.854322 2.71366e+13
0.421697 177828 -9.02598e-23 1.64529 2.93705e-06 2.08607e-07 0.000226812 0.855076 3.62039e+13
0.421697 237137 -9.27894e-23 1.64544 1.60651e-06 4.58767e-08 6.90648e-05 0.855235 4.82833e+13
0.421697 316228 -5.58891e-23 1.64549 9.41712e-07 1.18363e-08 2.59264e-05 0.855279 6.43885e+13
0.421697 421697 -3.5906e-23 1.6455 5.8312e-07 3.46173e-09 1.14115e-05 0.855294 8.58643e+13
0.421697 562341 -3.2704e-23 1.64551 3.77192e-07 1.12004e-09 5.66833e-06 0.8553 1.14502e+14
0.421697 749894 -2.83858e-23 1.64551 2.52656e-07 3.93926e-10 3.08779e-06 0.855303 1.52691e+14
0.421697 1e+06 -2.89707e-23 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
0.421697 1.33352e+06 -2.57723e-23 1.64551 1.22562e-07 5.9586e-11 1.11579e-06 0.855305 2.71528e+14
0.421697 1.77828e+06 -1.88664e-23 1.64551 8.78376e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
0.421697 2.37137e+06 -1.11029e-23 1.64551 6.38082e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
0.421697 3.16228e+06 -7.21019e-24 1.64552 4.6828e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
0.421697 4.21697e+06 -5.45914e-24 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
0.421697 5.62341e+06 -5.07977e-24 1.64552 2.57358e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
0.421697 7.49894e+06 -5.31725e-24 1.64552 1.91974e-08 5.83123e-13 1.1746e-07 0.855306 1.52692e+15
0.421697 1e+07 -5.50382e-24 1.64552 1.43536e-08 2.94298e-13 8.51144e-08 0.855306 2.03618e+15
0.421697 1.33352e+07 -5.03075e-24 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
0.421697 1.77828e+07 -4.21628e-24 1.64552 8.05817e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
0.421697 2.37137e+07 -3.83453e-24 1.64552 6.04751e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
0.421697 3.16228e+07 -3.87428e-24 1.64552 4.54381e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
0.421697 4.21697e+07 -4.14255e-24 1.64552 3.41868e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
0.421697 5.62341e+07 -4.54763e-24 1.64552 2.57617e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
0.421697 7.49894e+07 -5.06396e-24 1.64552 1.94445e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
0.421697 1e+08 -5.67252e-24 1.64552 1.46977e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
0.421697 1.33352e+08 -6.38075e-24 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
0.421697 1.77828e+08 -7.18573e-24 1.64552 8.41691e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
0.421697 2.37137e+08 -8.10382e-24 1.64552 6.36658e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
0.421697 3.16228e+08 -9.1531e-24 1.64552 4.80882e-10 1e-13 1.96834e-09 0.855306 6.43896e+16
0.562341 10 1.03518e-25 0.815033 0.70002 0.0646266 0.00120942 0.0248231 1.00853e+09
0.562341 13.3352 1.03205e-25 0.817174 0.697975 0.0645303 0.00130574 0.0269647 1.34843e+09
0.562341 17.7828 1.02833e-25 0.819519 0.695741 0.06442 0.00141595 0.0293091 1.80332e+09
0.562341 23.7137 1.02361e-25 0.822083 0.693299 0.0642968 0.00153913 0.031874 2.41229e+09
0.562341 31.6228 1.01709e-25 0.824889 0.69063 0.0641609 0.00167495 0.0346793 3.22782e+09
0.562341 42.1697 1.0079e-25 0.827956 0.687711 0.0640122 0.00182359 0.037747 4.32037e+09
0.562341 56.2341 9.94838e-26 0.83131 0.684519 0.0638499 0.00198579 0.041101 5.78465e+09
0.562341 74.9894 9.74991e-26 0.834977 0.68103 0.0636728 0.00216275 0.0447678 7.74798e+09
0.562341 100 9.42519e-26 0.838986 0.677215 0.0634793 0.00235612 0.0487763 1.03817e+10
0.562341 133.352 8.88463e-26 0.843368 0.673045 0.0632673 0.00256797 0.053158 1.39165e+10
0.562341 177.828 8.07142e-26 0.848157 0.668489 0.0630344 0.00280071 0.0579477 1.86634e+10
0.562341 237.137 7.01054e-26 0.853393 0.66351 0.0627778 0.00305702 0.0631831 2.50416e+10
0.562341 316.228 5.76325e-26 0.859115 0.658071 0.0624948 0.00333982 0.0689055 3.36175e+10
0.562341 421.697 4.44987e-26 0.865369 0.65213 0.0621821 0.00365216 0.07516 4.5156e+10
0.562341 562.341 3.1262e-26 0.872205 0.64564 0.0618367 0.00399714 0.0819958 6.06921e+10
0.562341 749.894 1.83949e-26 0.879676 0.63855 0.0614554 0.00437788 0.0894667 8.16275e+10
0.562341 1000 5.50072e-27 0.887841 0.630806 0.0610353 0.00479738 0.0976315 1.09862e+11
0.562341 1333.52 -7.6491e-27 0.896764 0.622346 0.0605735 0.00525849 0.106554 1.47976e+11
0.562341 1778.28 -2.16946e-26 0.906514 0.613103 0.0600673 0.00576385 0.116305 1.99475e+11
0.562341 2371.37 -3.93526e-26 0.917169 0.603002 0.0595142 0.00631585 0.12696 2.69131e+11
0.562341 3162.28 -6.54769e-26 0.928811 0.591963 0.0589121 0.00691667 0.138602 3.63447e+11
0.562341 4216.97 -1.09104e-25 0.94153 0.579899 0.0582589 0.00756828 0.151321 4.91301e+11
0.562341 5623.41 -1.85663e-25 0.955424 0.566713 0.0575527 0.00827263 0.165215 6.64829e+11
0.562341 7498.94 -3.49262e-25 0.970599 0.552302 0.0567913 0.00903167 0.180389 9.00644e+11
0.562341 10000 -9.88397e-25 0.987551 0.536155 0.0559889 0.00983139 0.197342 1.22201e+12
0.562341 13335.2 -7.47957e-24 1.02873 0.494972 0.055994 0.00982623 0.23852 1.69752e+12
0.562341 17774.1 -4.91349e-23 1.34022 0.179231 0.0602319 0.00559957 0.550012 2.94766e+12
0.562341 23713.7 -3.97349e-23 1.50521 0.0179402 0.0565326 0.00929614 0.715004 4.41684e+12
0.562341 31622.8 -3.33489e-23 1.55779 0.00226337 0.0196666 0.0461267 0.767583 6.09569e+12
0.562341 42169.7 -4.30556e-23 1.57733 0.000418161 0.00208259 0.0636061 0.787117 8.23067e+12
0.562341 56234.1 -6.91792e-23 1.58267 0.000105412 0.000313993 0.0621129 0.79246 1.1013e+13
0.562341 74989.4 -1.14381e-22 1.61302 3.38429e-05 6.53331e-05 0.0323282 0.822813 1.49677e+13
0.562341 100000 -1.49535e-22 1.63979 1.31019e-05 8.42863e-06 0.00569355 0.849582 2.02909e+13
0.562341 133352 -1.48759e-22 1.64453 5.86356e-06 1.16732e-06 0.000975882 0.854322 2.71366e+13
0.562341 177828 -1.60507e-22 1.64529 2.93705e-06 2.08609e-07 0.000226813 0.855076 3.62039e+13
0.562341 237137 -1.65006e-22 1.64544 1.60651e-06 4.58768e-08 6.90649e-05 0.855235 4.82833e+13
0.562341 316228 -9.93865e-23 1.64549 9.41713e-07 1.18363e-08 2.59264e-05 0.855279 6.43885e+13
0.562341 421697 -6.38509e-23 1.6455 5.8312e-07 3.46173e-09 1.14115e-05 0.855294 8.58643e+13
0.562341 562341 -5.81568e-23 1.64551 3.77192e-07 1.12004e-09 5.66833e-06 0.8553 1.14502e+14
0.562341 749894 -5.04779e-23 1.64551 2.52656e-07 3.93927e-10 3.08779e-06 0.855303 1.52691e+14
0.562341 1e+06 -5.1518e-23 1.64551 1.74029e-07 1.48655e-10 1.80578e-06 0.855304 2.03617e+14
0.562341 1.33352e+06 -4.58304e-23 1.64551 1.22562e-07 5.9586e-11 1.11579e-06 0.855305 2.71528e+14
0.562341 1.77828e+06 -3.35498e-23 1.64551 8.78376e-08 2.51599e-11 7.19745e-07 0.855305 3.62089e+14
0.562341 2.37137e+06 -1.97441e-23 1.64551 6.38082e-08 1.11104e-11 4.8021e-07 0.855305 4.82854e+14
0.562341 3.16228e+06 -1.28217e-23 1.64552 4.68281e-08 5.09728e-12 3.28983e-07 0.855306 6.43896e+14
0.562341 4.21697e+06 -9.70787e-24 1.64552 3.46242e-08 2.41465e-12 2.30064e-07 0.855306 8.58649e+14
0.562341 5.62341e+06 -9.03325e-24 1.64552 2.57358e-08 1.17426e-12 1.63435e-07 0.855306 1.14503e+15
0.562341 7.49894e+06 -9.45526e-24 1.64552 1.91974e-08 5.83123e-13 1.1746e-07 0.855306 1.52692e+15
0.562341 1e+07 -9.78697e-24 1.64552 1.43536e-08 2.94298e-13 8.51144e-08 0.855306 2.03618e+15
0.562341 1.33352e+07 -8.94585e-24 1.64552 1.07486e-08 1.50348e-13 6.20105e-08 0.855306 2.71529e+15
0.562341 1.77828e+07 -7.4977e-24 1.64552 8.05818e-09 1e-13 4.5321e-08 0.855306 3.62089e+15
0.562341 2.37137e+07 -6.82426e-24 1.64552 6.04751e-09 1e-13 3.31717e-08 0.855306 4.82854e+15
0.562341 3.16228e+07 -6.88951e-24 1.64552 4.54381e-09 1e-13 2.4286e-08 0.855306 6.43896e+15
0.562341 4.21697e+07 -7.36656e-24 1.64552 3.41868e-09 1e-13 1.77729e-08 0.855306 8.58649e+15
0.562341 5.62341e+07 -8.08689e-24 1.64552 2.57618e-09 1e-13 1.29968e-08 0.855306 1.14503e+16
0.562341 7.49894e+07 -9.00505e-24 1.64552 1.94445e-09 1e-13 9.49702e-09 0.855306 1.52692e+16
0.562341 1e+08 -1.00872e-23 1.64552 1.46977e-09 1e-13 6.9357e-09 0.855306 2.03618e+16
0.562341 1.33352e+08 -1.13466e-23 1.64552 1.11209e-09 1e-13 5.06346e-09 0.855306 2.71529e+16
0.562341 1.77828e+08 -1.2778e-23 1.64552 8.41692e-10 1e-13 3.69604e-09 0.855306 3.62089e+16
0.562341 2.37137e+08 -1.44105e-23 1.64552 6.36659e-10 1e-13 2.69758e-09 0.855306 4.82854e+16
0.562341 3.16228e+08 -1.62764e-23 1.64552 4.80883e-10 1e-13 1.96834e-09 0.855306 6.43896e+16
0.749894 10 1.38703e-25 0.811752 0.703139 0.0647885 0.00104765 0.0215427 1.00447e+09
0.749894 13.3352 1.38322e-25 0.813615 0.701359 0.064705 0.00113111 0.0234058 1.34256e+09
0.749894 17.7828 1.37869e-25 0.815656 0.699414 0.0646094 0.00122661 0.025446 1.79482e+09
0.749894 23.7137 1.37273e-25 0.817889 0.697288 0.0645027 0.00133336 0.0276793 2.39998e+09
0.749894 31.6228 1.36441e-25 0.820333 0.694962 0.0643849 0.00145106 0.030123 3.20999e+09
0.749894 42.1697 1.35239e-25 0.823006 0.692417 0.064256 0.0015799 0.0327967 4.29454e+09
0.749894 56.2341 1.3351e-25 0.825931 0.689633 0.0641153 0.0017205 0.0357218 5.74722e+09
0.749894 74.9894 1.30772e-25 0.829131 0.686587 0.0639618 0.0018739 0.0389217 7.69373e+09
0.749894 100 1.26128e-25 0.832632 0.683254 0.0637941 0.00204155 0.0424223 1.03031e+10
0.749894 133.352 1.18177e-25 0.836461 0.679608 0.0636103 0.00222524 0.0462519 1.38026e+10
0.749894 177.828 1.06014e-25 0.840651 0.67562 0.0634083 0.00242707 0.0504418 1.84982e+10
0.749894 237.137 8.99947e-26 0.845235 0.671259 0.0631858 0.00264939 0.0550259 2.48023e+10
0.749894 316.228 7.10602e-26 0.850251 0.666489 0.0629403 0.00289473 0.0600418 3.32706e+10
0.749894 421.697 5.10704e-26 0.85574 0.661272 0.062669 0.00316577 0.0655305 4.46535e+10
0.749894 562.341 3.08672e-26 0.861747 0.655565 0.0623692 0.00346524 0.0715372 5.99644e+10
0.749894 749.894 1.12311e-26 0.868321 0.649322 0.0620382 0.00379586 0.0781115 8.05738e+10
0.749894 1000 -8.4809e-27 0.875517 0.642491 0.0616734 0.00416027 0.0853078 1.08337e+11
0.749894 1333.52 -2.85949e-26 0.883396 0.635015 0.0612721 0.00456101 0.0931861 1.4577e+11
0.749894 1778.28 -5.01528e-26 0.892022 0.626829 0.0608321 0.00500039 0.101813 1.96286e+11
0.749894 2371.37 -7.73964e-26 0.901469 0.617863 0.0603511 0.00548056 0.11126 2.64524e+11
0.749894 3162.28 -1.17937e-25 0.911817 0.60804 0.0598273 0.00600343 0.121608 3.56797e+11
0.749894 4216.97 -1.86073e-25 0.923154 0.597273 0.0592588 0.00657077 0.132944 4.81712e+11
0.749894 5623.41 -3.05899e-25 0.935576 0.585467 0.0586438 0.0071843 0.145367 6.51018e+11
0.749894 7498.94 -5.62598e-25 0.949191 0.572517 0.0579807 0.00784572 0.158982 8.8078e+11
0.749894 10000 -1.5841e-24 0.964526 0.55788 0.0572849 0.00853952 0.174317 1.19351e+12
0.749894 13335.2 -1.24652e-23 1.00589 0.516342 0.0574622 0.00836277 0.215677 1.65983e+12
0.749894 17772.5 -8.77464e-23 1.33673 0.181444 0.0615028 0.00433071 0.546525 2.93972e+12
0.749894 23713.7 -7.06205e-23 1.50414 0.0179603 0.0575871 0.00824417 0.713927 4.41368e+12
0.749894 31622.8 -5.9303e-23 1.55764 0.00226375 0.0198122 0.0459918 0.767426 6.09508e+12
0.749894 42169.7 -7.65645e-23 1.57731 0.000418177 0.00208499 0.0636212 0.787097 8.23056e+12
0.749894 56234.1 -1.23022e-22 1.58265 0.000105413 0.000314137 0.0621327 0.79244 1.10128e+13
0.749894 74989.4 -2.03405e-22 1.61302 3.3843e-05 6.53481e-05 0.0323346 0.822807 1.49676e+13
0.749894 100000 -2.65917e-22 1.63979 1.3102e-05 8.42907e-06 0.00569379 0.849582 2.02909e+13
0.749894 133352 -2.64535e-22 1.64453 5.86357e-06 1.16733e-06 0.00097589 0.854322 2.71366e+13
0.749894 177828 -2.85427e-22 1.64529 2.93705e-06 2.0861e-07 0.000226813 0.855076 3.62039e+13
0.749894 237137 -2.93426e-22 1.64544 1.60652e-06 4.58769e-08 6.90649e-05 0.855235 4.82833e+13
0.749894 316228 -1.76737e-22 1.64549 9.41713e-07 1.18364e-08 2.59265e-05 0.855279 6.43885e+13
